Row Labels,Average of lat,Average of lon,Sum of Valuation,Sum of Fee Amount,Size
305-07 Bryant Ave,-76.18350463,43.04538688,0,25,0
306 Burns Ave,-76.09237703,43.06437386,0,0,0
306 Geddes St N,-76.17056828,43.05135379,0,0,0
306 Hayden Ave,-76.19748481,43.05453578,0,25,0
306 Robineau Rd,-76.17139663,43.02138202,0,0,0
306 Wellesley Rd,-76.16985707,43.01915961,0,0,0
306-08 Warren St S,-76.15141999,43.04837059,0,50,0
307 Forest Hill Dr,-76.1108401,43.06348316,0,25,0
307 John St,-76.14666615,43.06578304,0,0,0
308 Greenway Ave,-76.11940668,43.05550416,0,25,0
308 Scottholm Terr,-76.11060441,43.037782,0,0,0
308-10 Bryant Ave,-76.18387965,43.0457543,0,0,0
308-10 Jefferson St W,-76.15659567,43.04746425,0,0,0
308-10 Tennyson Ave,-76.1839346,43.0465875,0,0,0
309 John St,-76.14659803,43.06587457,0,0,0
309 Matson Ave W,-76.14909347,43.01246173,0,0,0
309 Pond St,-76.15283689,43.06512575,0,25,0
309 Shuart Ave,-76.12656507,43.06146482,0,40,0
309 Wilbur Ave S,-76.17854843,43.04712349,0,25,0
310 Hatch St & Elmhurst Ave,-76.15392972,43.02064707,0,25,0
310 Hayden Ave,-76.19753868,43.05461976,0,0,0
310 Rich St,-76.16184913,43.03291604,0,0,0
310 Scottholm Terr,-76.110479,43.03766672,0,0,0
311 Berkeley Dr,-76.12643408,43.03101458,0,25,0
312 Greenwood Pl,-76.12260733,43.04026831,0,0,0
312 Midler Ave N,-76.1056136,43.07405633,0,25,0
312 State Fair Blvd & Ruskin,-76.18031427,43.05503581,0,0,0
313 Berkeley Dr,-76.12640552,43.03071424,0,10,0
313 Ferndale Dr,-76.14585191,43.00313446,0,25,0
313 Wendell Terr,-76.13046555,43.06861488,0,0,0
314 Helen St,-76.13519644,43.06651621,0,25,0
315 Greenway Ave & Hawley Ave,-76.12010158,43.05575056,0,25,0
315 Strathmore Dr,-76.17343892,43.01974573,0,25,0
316 Douglas St,-76.14040983,43.05974792,0,25,0
316 Fitch St,-76.17459167,43.03814938,0,0,0
316 Highland Ave,-76.1345843,43.06114637,0,25,0
316 Onondaga St W,-76.15583937,43.04226862,0,25,0
317 Bruce St,-76.11159938,43.04760589,0,0,0
317 Greenway Ave,-76.1201069,43.05582934,0,25,0
317 Pleasant Ave W,-76.15012068,43.01603939,0,68,0
317-19 Griffiths St & Craig St,-76.14716241,43.06926545,0,0,0
317-19 Roosevelt Ave,-76.11736674,43.03301694,0,0,0
318 Euclid Ave,-76.12767411,43.03605465,0,0,0
318 Greenway Ave,-76.11947127,43.05595801,0,25,0
318 Kirk Ave,-76.15363454,43.02825514,0,25,0
318 Strathmore Dr & Geddes St,-76.17414167,43.01979137,0,25,0
319 Greenway Ave,-76.12011296,43.05591909,0,25,0
320 Martin Luthr King E,-76.14463144,43.0338102,0,25,0
320 Midler Ave N,-76.10557871,43.07432666,0,25,0
321 Gifford St,-76.159636,43.043026,0,0,0
322 Hatch St,-76.15314534,43.02009133,0,25,0
322 Westcott St,-76.12031203,43.04430838,0,0,0
322-60 Seymour St,-76.16287557,43.04254506,0,121,0
323 Greenway Ave,-76.12017793,43.05610859,0,25,0
323 Hickok Ave,-76.11355607,43.0629717,0,25,0
323-25 Dewitt St,-76.13459872,43.06398961,0,25,0
324 Monticello Dr N,-76.13872642,43.00413146,0,52,0
325 Hoefler St,-76.17955643,43.03460953,0,25,0
325 Salina St S To Bank Alley,-76.151814,43.047816,0,186.25,0
326 Farmer St,-76.13222835,43.06415703,0,0,0
328 Park St & Merz Ave,-76.13908189,43.0632804,0,70,0
328 Scott Ave,-76.10786625,43.0368114,0,25,0
329 Kensington Pl,-76.11941676,43.02680919,0,0,0
330 Dewitt St & Farmer St,-76.13400827,43.06407567,0,0,0
331 Gertrude St,-76.13549883,43.05568594,0,0,0
331 Lillian Ave,-76.11141317,43.07136306,0,0,0
3312 James St & Plymouth Dr,-76.10076734,43.06876087,0,0,0
332-34 South Ave,-76.15964867,43.03550092,0,65,0
335 Wendell Terr,-76.13050657,43.06917244,0,0,0
336 Forest Hill Dr,-76.11160502,43.06264981,0,0,0
340-42 South Ave,-76.15964426,43.03538847,0,65,0
3412 James St & Milford Dr W,-76.09959798,43.06877538,0,0,0
344 Coleridge Ave,-76.18608518,43.04306147,0,182,0
345 Scott Ave,-76.10699182,43.03612753,0,25,0
346 Hickok Ave,-76.11432568,43.06224976,0,25,0
347 Whittier Ave,-76.18375491,43.04436223,0,0,0
348 Bruce St,-76.11212404,43.04656322,0,0,0
350 Bryant Ave,-76.1849945,43.04533151,0,25,0
350 Hiawatha Blvd W Rear,-76.17635217,43.06856117,0,50,0
350 Loma Ave & Cadillac St,-76.14753028,43.08140763,0,0,0
351 Clinton St S,-76.153278,43.047659,0,0,0
352 Whittier Ave,-76.18429386,43.04473236,0,0,0
353-55 Forest Hill Dr,-76.11072854,43.06225117,0,25,0
357 Bruce St,-76.11148658,43.04638083,0,0,0
359 Whittier Ave,-76.18403914,43.04425995,0,0,0
360 Montgomery St & Jefferson,-76.14941945,43.04676792,0,0,0
361 Willumae Dr,-76.15615206,43.07802599,0,25,0
364 Coleridge Ave,-76.18674309,43.04281194,0,0,0
369 Bruce St,-76.11145545,43.04604275,0,0,0
3901-09 Salina St S & Walrath Rd,-76.14215368,43.0104763,0,69,0
400 Spring St & Curtis St,-76.1486232,43.06727177,0,0,0
400-04 Shuart Ave & Wilson St,-76.12454272,43.06169203,0,0,0
401-03 Dewitt St & Farmer St,-76.13463133,43.06449108,0,0,0
401-03 Ellis St,-76.11366327,43.04713659,0,25,0
401-03 Midler Ave S & Sunnycrest,-76.1044645,43.06164962,0,0,0
401-03 Onondaga Ave & Cheney St,-76.16427281,43.02972841,0,25,0
401-05 Burnet Pk Dr & Whittier A,-76.18444845,43.04419725,0,0,0
404 Lowell Ave S & Coleridge,-76.18064119,43.04542184,0,0,0
405 Dewitt St,-76.13463857,43.06460067,0,0,0
405 Melrose Ave,-76.11766494,43.06474037,0,0,0
406 Melrose Ave,-76.11740066,43.06419831,0,25,0
408 Melrose Ave & Clifton Pl,-76.11719335,43.06420721,0,25,0
409 Warren St S,-76.15086062,43.04672626,0,25,0
413 Dewitt St,-76.13465304,43.06481993,0,0,0
414 Hillsboro Pkwy,-76.08713661,43.04026733,0,0,0
415 Euclid Ave,-76.12665823,43.03670258,0,0,0
415 Richmond Ave,-76.17393009,43.04991725,0,25,0
415 Whittier Ave,-76.18532093,43.0438539,0,0,0
416 Raynor Ave E,-76.14468455,43.03482579,0,0,0
417 Wyoming St & Fabius St,-76.15932468,43.04467953,0,0,0
418 Euclid Ave,-76.12640961,43.03606223,0,55,0
419 Hillsboro Pkwy & Hillsbor,-76.08682218,43.04083148,0,25,0
420 Midland Ave,-76.15653751,43.03552925,0,0,0
421-23 Hubbell Ave,-76.17030545,43.0284633,0,25,0
422 Marcellus St,-76.16526091,43.04647371,0,0,0
422-24 South Ave,-76.15962272,43.03483856,0,0,0
425-27 Beech St S,-76.12732721,43.04614576,0,0,0
427 Wolcott Ave,-76.18269153,43.02811456,0,52,0
428 Gifford St To Fabius St,-76.16239377,43.04350175,0,0,0
433 Onondaga St W To Midland,-76.156761,43.039534,0,25,0
434-36 Lodi St & Gertrude St,-76.13663308,43.05447961,0,0,0
437 Brattle Rd,-76.12929193,43.06947252,0,0,0
439 Hubbell Ave & Crossett St,-76.1703073,43.02803218,0,25,0
441-43 Washington St E,-76.14630414,43.04963833,0,50,0
443 Tennyson Ave,-76.18716047,43.04486525,0,0,0
447 Tennyson Ave,-76.18727012,43.04482366,0,0,0
449-53 Salina St S,-76.15218005,43.04549537,0,887.5,0
457 Woodbine Ave,-76.10925736,43.05993943,0,0,0
460 Woodruff Ave,-76.13829007,43.07400341,0,25,0
472-74 Salina St N,-76.15200097,43.05735453,0,0,0
4801-11 Salina St S & Seneca Tnpk,-76.1426711,43.00029543,0,50,0
490 Hickok Ave & Caleb Ave,-76.11400651,43.05884145,0,0,0
500 Onondaga St W,-76.15913786,43.04024179,0,0,0
500 Roberts Ave & Crossett St,-76.17235539,43.02767563,0,0,0
500-02 Hixson Ave & Mariposa St,-76.12072072,43.06186169,0,25,0
503 Onondaga St W & Midland A,-76.15839003,43.03953055,0,0,0
503 Sedgwick Dr,-76.13365916,43.06751668,0,0,0
504 Darlington Rd,-76.13660929,43.078223,0,0,0
505 Irving Ave,-76.13754955,43.04472201,0,50,0
505 Sedgwick Dr,-76.13368094,43.067745,0,0,0
507 Avery Ave,-76.19369001,43.04974576,0,0,0
507 Sedgwick Dr,-76.13369234,43.06791767,0,0,0
510 Bear St,-76.15975446,43.07133826,0,25,0
512 Sedgwick Dr,-76.13299361,43.0689391,0,0,0
513 Walnut Ave,-76.13197552,43.04596998,0,25,0
514 Walnut Ave,-76.13285353,43.04587562,0,25,0
515 Hawley Ave & Lodi St,-76.13572912,43.05333006,0,0,0
515 Westcott St,-76.11937199,43.04101487,0,150,0
516 Pond St,-76.15089988,43.06652539,0,54,0
517 Walnut Ave,-76.13212023,43.04574017,0,25,0
519 Sedgwick Dr,-76.13375933,43.06895941,0,0,0
521 Seymour St,-76.16882984,43.04172139,0,25,0
521-23 Colvin St W,-76.15176323,43.0235456,0,0,0
522 Willow St E,-76.14710149,43.05402542,0,0,0
526 Stinard Ave,-76.17455229,43.02819632,0,0,0
527 Collingwood Ave S,-76.10668734,43.05859676,0,25,0
528 State St N & Laurel St E,-76.15136622,43.05625827,0,0,0
528-30 Colvin St W,-76.15232795,43.02413972,0,0,0
529 Gifford St,-76.16631276,43.0427468,0,25,0
534 Elm St,-76.1299342,43.05912832,0,0,0
535 Oak St & Highland Ave,-76.13648939,43.06038363,0,170,0
544 Richmond Ave,-76.17602774,43.05046409,0,0,0
547 Allen St,-76.11666773,43.04200777,0,0,0
554 Tompkins St & Willis Ave,-76.18771347,43.04604086,0,0,0
555 Cumberland Ave,-76.11267665,43.03543425,0,0,0
5562 Salina St S,-76.1455704,42.98953281,0,25,0
5822 Salina St S& Jaclyn Dr,-76.14473231,42.98626914,0,0,0
600 Burnet Ave & Crouse Ave N,-76.13659565,43.05189134,0,73,0
600 Rowland St & Hoefler St,-76.18019307,43.03583899,0,68,0
601 Mcbride St N & Hickory St,-76.14661368,43.05583573,0,0,0
601 Park St & Highland St,-76.14202066,43.06267474,0,0,0
601 West St S & Fabius St,-76.15804762,43.0445045,0,0,0
601-03 Newell St W & Berger Ave,-76.15476051,43.01648981,0,25,0
602 Crawford Ave,-76.11005318,43.03553413,0,0,0
608 Laurel St E,-76.14571179,43.0585468,0,25,0
608 Walnut Ave,-76.13281296,43.04461837,0,0,0
609 Marcellus St,-76.16792032,43.04520297,0,52,0
609 Sedgwick Dr,-76.13383134,43.06988199,0,0,0
610 Gifford St & Ontario St,-76.16781061,43.04314392,0,25,0
610 Hickory St,-76.14521289,43.05598882,0,25,0
611 Crawford Ave,-76.1098261,43.03453752,0,0,0
611 Plymouth Dr,-76.09831313,43.06099152,0,128,0
612 Wolf St,-76.16131915,43.07477203,0,25,0
614 Ackerman Ave & Clarendon,-76.12522464,43.03825048,0,50,0
615-17 Hamilton St,-76.19077852,43.04858258,0,50,0
616 Glenwood Ave,-76.17027572,43.01990486,0,25,0
617 Seymour St,-76.17358863,43.04152397,0,25,0
621 Willow St E,-76.14642077,43.05496088,0,0,0
623-25 Wolf St & Second North St,-76.16164282,43.07556477,0,25,0
624 Cumberland Ave,-76.11327978,43.03398297,0,0,0
629 Jamesville Ave,-76.13153593,43.0196811,0,0,0
637 Fellows Ave,-76.1149074,43.03361328,0,25,0
644-48 Cumberland Ave,-76.11323802,43.03338011,0,0,0
645-47 Dewitt St,-76.13489316,43.0682227,0,25,0
650-54 Burnet Ave,-76.133399,43.051837,0,25,0
652 Cumberland Ave,-76.11322786,43.03323351,0,0,0
659 Gifford St,-76.1705374,43.04254854,0,265,0
661 Cumberland Ave,-76.11251307,43.03318121,0,0,0
700-86 Adams St E to Irving Ave,-76.13984202,43.04107294,0,0,0
701 Allen St & Clarke St,-76.11638291,43.03883509,0,0,0
701 Fayette St W & Tioga St,-76.16446253,43.04719961,0,25,0
701 Warren St S & Adams St E,-76.14952666,43.04201912,0,22535.2,0
701-809 Adams St E & Almond St &,-76.1405043,43.04336573,0,0,0
704-06 Winton St,-76.12448869,43.05922309,0,0,0
705 Turtle St,-76.15737913,43.07307194,0,0,0
706 Otisco St,-76.16875,43.044456,0,0,0
710 Hawley Ave & Oak St & Man,-76.13254849,43.05414142,0,0,0
710 Stolp Ave,-76.17666593,43.0302476,0,25,0
710-30 Crouse Ave S,-76.13736811,43.04209285,0,0,0
712 Barnes Ave,-76.15951766,43.00403343,0,0,0
712 Schuyler St,-76.19294304,43.0472979,0,137,0
713 Fayette St W To Oswego St,-76.16511544,43.04693127,0,0,0
714 Second North St,-76.16193957,43.07630783,0,25,0
715 Bear St,-76.15857749,43.07420346,0,25,0
718 Washington St E,-76.14131203,43.04911195,0,0,0
720 Dewitt St,-76.13424974,43.06912544,0,25,0
721 Grant Blvd & Durston Ave,-76.12760719,43.07251874,0,25,0
721 Helen St,-76.13622219,43.07176698,0,0,0
724 Crawford Ave,-76.11058664,43.0329496,0,25,0
725 Harrison St & Madison St,-76.13995395,43.04475464,0,0,0
731 Ostrom Ave,-76.12834899,43.0383675,0,0,0
733 Marcellus St,-76.17083842,43.04460895,0,25,0
737 Schuyler St & Myrtle Ave,-76.19319716,43.04647538,0,0,0
740 Beech St S & Trinity Pl,-76.12044396,43.04034786,0,50,0
750 Stinard Ave,-76.17395117,43.0219231,0,0,0
767 Ostrom Ave,-76.12825714,43.03736564,0,0,0
767 Westcott St & Euclid Ave,-76.11906371,43.03693999,0,25,0
800 Euclid Ave & Maryland Ave,-76.12038011,43.03640446,0,0,0
800 Irving Ave & Vanburen St,-76.13954143,43.03865974,0,0,0
800 State St S & Harrison St,-76.14856199,43.04346087,0,0,0
801 Cadillac St & Wadsworth S,-76.14645519,43.08256451,0,25,0
801 State St N & Butternut St,-76.15326871,43.05764556,0,0,0
804-10 Midland Ave & Furman St,-76.15423873,43.03075041,0,89,0
805 Brighton Ave W,-76.16175015,43.01927963,0,0,0
805 Salt Springs Rd & Seeley,-76.10360651,43.04649048,0,25,0
806-08 Bellevue Ave,-76.16590501,43.03346609,0,0,0
807 Salt Springs Rd,-76.10338202,43.04651401,0,25,0
809 Emerson Ave,-76.19095158,43.05641664,0,0,0
809 Mcbride St N,-76.14900417,43.05828174,0,0,0
810 First North St & Culbert,-76.1512652,43.07040363,0,25,0
810 Townsend St N To Townsend,-76.15038151,43.05916647,0,25,0
810-12 Danforth St,-76.15425225,43.07062037,0,25,0
810-12 Seeley Rd,-76.10429108,43.04687426,0,60,0
812 Stinard Ave & Glenwood Av,-76.17247414,43.01962269,0,25,0
814 Ballantyne Rd,-76.15346604,43.01012927,0,55,0
815 Genesee St E To Wellingto,-76.1390962,43.04731404,0,0,0
817 Livingston Ave,-76.12690689,43.03589717,0,25,0
818 Glenwood Ave,-76.17302125,43.01968746,0,25,0
819-21 Avery Ave & Driscoll Ave,-76.19614815,43.0531743,0,25,0
828 Cumberland Ave,-76.11340437,43.02968733,0,0,0
828 Maryland Ave,-76.12093372,43.03568134,0,25,0
831 Fayette St W & Seneca St,-76.16704972,43.04632236,0,25,0
845 Livingston Ave,-76.12677674,43.03503755,0,25,0
849 Ostrom Ave,-76.12802701,43.03485466,0,0,0
866 Livingston Ave,-76.12747431,43.03438701,0,25,0
868 Sumner Ave,-76.12620924,43.03440838,0,0,0
900 First North St & Culbert,-76.15160162,43.07053973,0,0,0
900 McBride St N Condo #1,-76.148294,43.059487,0,0,0
901 Butternut St & Park St,-76.14456484,43.06301087,0,0,0
901-03 Teall Ave & Herbst Ave,-76.12300958,43.05928735,0,25,0
903 Comstock Ave,-76.12948435,43.03361924,0,25,0
903-07 James St & Highland St,-76.13902874,43.05762122,0,25,0
905 Velasko Rd,-76.18540866,43.02777629,0,25,0
907 Comstock Ave,-76.12941259,43.03334779,0,25,0
907 Genesee St E,-76.13781703,43.04712092,0,100,0
908 Danforth St,-76.15348185,43.07165308,0,25,0
909 Comstock Ave,-76.12940003,43.03321091,0,25,0
909 Court St,-76.15410972,43.07517045,0,0,0
909 Cumberland Ave,-76.11267623,43.02887665,0,25,0
911 Comstock Ave,-76.12938748,43.03307403,0,25,0
912 Cumberland Ave,-76.11330604,43.02858181,0,0,0
913 Ackerman Ave,-76.12411852,43.03370606,0,0,0
913 Comstock Ave,-76.12937492,43.03293715,0,25,0
916 Valley Dr & Oakdale Dr,-76.15637716,43.00736695,0,0,0
917 Willis Ave,-76.19532112,43.05534591,0,0,0
918 Stolp Ave,-76.17936836,43.03008965,0,0,0
919 Euclid Ave & Euclid Terr,-76.11843729,43.0370811,0,0,0
929 Wadsworth St,-76.14207784,43.07897649,0,0,0
930 Brighton Ave E,-76.1316637,43.00358088,0,0,0
930 Meadowbrook Dr,-76.11111201,43.03333968,0,58,0
932-34 Butternut St & Carbon St,-76.14346042,43.06381215,0,100,0
934 Park Ave To Genesee St W,-76.17882215,43.05248563,0,0,0
936 Cumberland Ave,-76.11325976,43.02806157,0,0,0
966 Cumberland Ave & Tecumseh,-76.11306676,43.02729261,0,0,0
986 Westmoreland Ave & Montan,-76.11442626,43.0349111,0,25,0
Phoebe's Parking Lot 406-08 Crouse Ave S,-76.13728628,43.04619652,0,0,0
Unit 1 700 Danforth St & Carbon St,-76.15534961,43.06893116,0,0,0
Unit 139 820-70 Water St E & Crouse Ave S,-76.139616,43.050058,0,50,0
Unit 450 821 Brighton Ave E,-76.12919757,43.00519483,0,0,0
707 Danforth St,-76.15604148,43.06959522,10,90,1
120 Lorraine Ave N,-76.13236367,43.02621673,19,64,1
132 Duane St & Grant Ave,-76.17898921,43.03181458,20,52,1
125 Forest Ave,-76.14750299,43.02086786,25,25,1
807 Caleb Ave,-76.10555957,43.06010007,25,25,1
734 Westmoreland Ave,-76.11491905,43.04067148,35.99,68,1
1125 Midland Ave & Mc Lennan A,-76.15220147,43.02756245,36.99,62,1
151 Cloveridge Dr,-76.09314751,43.06784974,39,85,1
139 Martin St,-76.14881212,43.07851547,39.99,60,1
212 Brookford Rd,-76.10483003,43.03944206,39.99,64,1
2317-19 Fayette St E,-76.11135132,43.04846794,39.99,60,1
322 Baker Ave,-76.14375142,43.02755972,39.99,68,1
1807 Salina St S,-76.14637528,43.02849688,40,134,1
202 Brookford Rd,-76.10537356,43.04029672,44.99,70,1
1025 State St N,-76.15581475,43.06069853,49,25,1
106 Hazelhurst Ave & Arnett S,-76.11284165,43.06999049,49,25,1
111 Ruskin Ave,-76.16804838,43.0312254,49,25,1
1201-05 Butternut St & Grassman A,-76.14409997,43.06652418,49,25,1
123-25 Hall Ave,-76.14330217,43.01210432,49,25,1
127 Tennyson Ave,-76.18048843,43.04739547,49,25,1
1309 Oak St,-76.13722183,43.06968854,49,25,1
143 Belle Ave,-76.1452527,43.01113827,49,25,1
160 Kenmore Ave,-76.15275632,43.01541909,49,25,1
172 Brampton Rd,-76.14126224,42.99208822,49,25,1
1802-04 Grant Blvd & Worden Ave,-76.14062922,43.0724073,49,25,1
202 Sedgwick Dr,-76.12992399,43.0638343,49,101,1
232-36 Division St W,-76.15888611,43.05899077,49,25,1
339 Wolf St & Carbon St,-76.16420622,43.07204737,49,25,1
3420-26 Burnet Ave,-76.09024507,43.06088788,49,25,1
348-52 Salina St S,-76.15298683,43.04754051,49,79,1
350 Collingwood Ave N,-76.10787821,43.07494362,49,25,1
429 Valley Dr,-76.15848725,43.01370403,49,83,1
435-37 Ellis St,-76.1135601,43.04613952,49,25,1
858-64 South Ave & Crescent Ave,-76.15872247,43.02867397,49,25,1
890 Brighton Ave E,-76.1323664,43.00477078,49,25,1
109 Harford Rd,-76.14396905,43.08141986,49.99,64,1
1021 Colvin St W,-76.1566105,43.02284052,50,25,1
104 Ashworth Pl,-76.13411283,43.04743109,50,25,1
104 Elk St,-76.14442787,43.0246224,50,54,1
104 Hobart Ave,-76.14143277,43.01245871,50,25,1
107 Dearborn Pl,-76.15738175,43.03060724,50,25,1
111 Spring St,-76.14456646,43.06503024,50,25,1
1122 Butternut St & Knaul St,-76.1433848,43.06617196,50,25,1
116 Cheney St & Palmer Ave,-76.16297112,43.03006588,50,54,1
116 Henderson St,-76.13458913,43.0548757,50,25,1
118 Randall Ave,-76.15760968,43.02205687,50,25,1
120 Dearborn Pl,-76.15788639,43.02985376,50,25,1
1307 Geddes St S,-76.17453297,43.03449263,50,25,1
131 Berger Ave,-76.15425079,43.01570449,50,25,1
133-35 Brighton Ave E,-76.1419821,43.02077135,50,25,1
137 Eureka St & W Side Rr,-76.17718985,43.05536259,50,25,1
139 Bertram Pl,-76.15937373,43.01691034,50,54,1
1444 Comstock Ave,-76.12894611,43.01776196,50,54,1
157 Manor Dr,-76.08250628,43.0423778,50,54,1
186-88 Clyde Ave & Hillview Ave,-76.16231791,43.02056798,50,50,1
200 Oakley Dr & Coldbrook Dr,-76.14013359,42.98684152,50,54,1
211 Beecher St,-76.14099391,43.06089054,50,25,1
220 Randolph St,-76.14247947,43.00486013,50,54,1
226 Stratford St,-76.12711728,43.03380518,50,54,1
229 Hall Ave,-76.14690355,43.0119447,50,25,1
234 Richmond Ave,-76.16979819,43.05036707,50,54,1
265 Mclennan Ave,-76.15153235,43.02727012,50,25,1
283-85 Genesee Pk Dr,-76.1091717,43.04581489,50,25,1
308 Monticello Dr N,-76.13876503,43.00377118,50,66,1
309 Carlton Rd,-76.17541447,43.02069123,50,25,1
340 Midler Ave S,-76.10531442,43.06283589,50,40,1
353 Richmond Ave,-76.17280331,43.0498419,50,25,1
358 Newell St W,-76.15126739,43.01730418,50,25,1
411 Stafford Ave,-76.11201682,43.06107424,50,25,1
419 Rich St,-76.16116548,43.0311315,50,25,1
422 Schuyler St,-76.18739693,43.04932597,50,25,1
442-44 Ellis St,-76.11416714,43.04587258,50,54,1
472-74 Midland Ave,-76.15642677,43.0341569,50,25,1
500 Highland St & Beecher St,-76.14148411,43.06067332,50,25,1
502 Hillsboro Pkwy,-76.08654957,43.04015449,50,54,1
502 Niagara St,-76.16114442,43.0438054,50,25,1
508 Tallman St,-76.15680297,43.03648439,50,54,1
529 Burnet Ave,-76.13779899,43.05243408,50,25,1
605 Ostrander Ave W,-76.15380061,43.01345551,50,25,1
667 Fellows Ave & Dakota St,-76.11484663,43.0327364,50,54,1
701 Catherine St & Laurel St,-76.1467298,43.05858729,50,25,1
804 Alvord St N,-76.15633785,43.06638898,50,25,1
910 Highland St,-76.14163496,43.06463555,50,25,1
Unit 1 1220 Fayette St E,-76.13109634,43.04812235,50,25,1
Unit 1 725 Willow St E,-76.14482015,43.0557539,50,25,1
Unit 3 1117-21 Onondaga St W,-76.17088458,43.03369539,50,25,1
119 Pierce St,-76.14890385,43.01132205,59,0,1
300 Carbon St & John St,-76.14675305,43.06548203,59,25,1
342 Oakley Dr,-76.13638729,42.98594858,59,25,1
1028 Colvin St W,-76.15699562,43.02333444,60,60,1
201 Shotwell Pk,-76.1150778,43.06445191,60,40,1
105 John St,-76.14975552,43.06163164,64.99,60,1
2201 Bellevue Ave & Sunhill Te,-76.19000093,43.03026462,65,78,1
244 Fitch St,-76.17207234,43.03773534,65,65,1
291-93 Midler Ave N,-76.10630826,43.07337057,65,40,1
308 Kennedy St E,-76.14339018,43.03139963,65,65,1
308 Park St,-76.13729748,43.06340894,65,65,1
100 Lewis St & Emerson Ave,-76.19053635,43.05611794,75,25,1
102-04 Hatch St,-76.15432461,43.02299141,75,25,1
109 Olive St,-76.19447516,43.05681973,75,25,1
1252 Park St & Kirkpatrick St,-76.15479693,43.06728135,75,25,1
154 Charmouth Dr,-76.1651825,43.02148006,75,52,1
204 Rich St,-76.16204301,43.03497031,75,97,1
221 Herriman St,-76.17708567,43.03716255,75,25,1
222 Delaware St,-76.16682433,43.03639913,75,25,1
246-48 Coolidge Ave,-76.16418737,43.03183226,75,25,1
309 Ulster St & Emerson Ave,-76.18418799,43.04839408,75,25,1
317 Division St E,-76.15267227,43.06105791,75,25,1
350-52 Kennedy St W,-76.15615703,43.02889992,75,50,1
507 State St N,-76.15144219,43.05527258,75,25,1
629 Fayette St W & Tioga St,-76.16403588,43.0473009,75,25,1
708 Oak St,-76.13609797,43.06278151,75,25,1
226 Dewitt Rd,-76.08007803,43.03656642,78,58,1
117 Milton Ave,-76.18689087,43.04726366,85,25,1
102 Grand Ave,-76.17320561,43.0406336,88,0,1
122 Bellshire Ln,-76.15468206,43.07897593,89,52,1
2863 Erie Blvd E,-76.09215838,43.05559141,89,25,1
2315 Lodi St,-76.15991903,43.06576985,91.99,66,1
127 Bennington Dr,-76.14119322,43.01213863,93.75,25,1
